121
S,1,1,1.380,1.380,1.300,0.510,999999,0.680,0.680,0.0125,0.680,0.0125,0.0125,1,-388		! U15
S,1,1,0.157,0.344,0.772,4.006,999999,0.680,0.680,0.0125,0.680,0.0125,0.0125,1,-999		! AR1
S,1,1,0.157,0.344,1.412,3.493,999999,0.680,0.680,0.0125,0.680,0.0125,0.0125,1,-999		! AR5
S,1,1,0.160,0.205,1.460,4.268,999999,0.680,0.680,0.0125,0.680,0.0125,0.0125,1,-999		! AR2
S,1,1,0.160,0.205,2.010,4.308,999999,0.680,0.680,0.0125,0.680,0.0125,0.0125,1,-999		! AR3
S,1,1,0.160,0.205,2.010,3.798,999999,0.680,0.680,0.0125,0.680,0.0125,0.0125,1,-999		! AR4
S,1,1,0.160,0.205,2.010,3.358,999999,0.680,0.680,0.0125,0.680,0.0125,0.0125,1,-999		! AR6
S,1,1,0.160,0.205,0.440,2.747,999999,0.680,0.680,0.0125,0.680,0.0125,0.0125,1,-999		! AR7
S,1,1,0.160,0.205,0.850,2.750,999999,0.680,0.680,0.0125,0.680,0.0125,0.0125,1,-999		! AR8
S,1,1,0.160,0.205,0.205,1.372,999999,0.680,0.680,0.0125,0.680,0.0125,0.0125,1,-999		! AR9
S,1,1,0.160,0.205,0.623,1.372,999999,0.680,0.680,0.0125,0.680,0.0125,0.0125,1,-999		! AR10
S,1,1,0.265,0.250,3.323,2.802,999999,0.680,0.680,0.0125,0.680,0.0125,0.0125,1,5		! Q1
